16/01/2016 16:11,"Howick Place, Westminster",>,"Nesham Street, Wapping"
16/01/2016 17:14,"Nesham Street, Wapping",>,"Tower Gardens , Tower"
16/01/2016 17:34,"Tower Gardens , Tower",>,"Hermitage Court, Wapping"
16/01/2016 18:09,"Hermitage Court, Wapping",>,"Tower Gardens , Tower"
16/01/2016 19:21,"Tower Gardens , Tower",>,"Storey's Gate, Westminster"
16/01/2016 21:14,"Storey's Gate, Westminster",>,"Exhibition Road, Knightsbridge"
17/01/2016 11:33,"Chepstow Villas, Notting Hill",>,"Hammersmith Road, Hammersmith"
17/01/2016 12:53,"Hammersmith Road, Hammersmith",>,"Woodstock Grove, Shepherd's Bush"
17/01/2016 15:09,"Woodstock Grove, Shepherd's Bush",>,"Putney Bridge Station, Fulham"
18/01/2016 10:12,"Putney Bridge Station, Fulham",>,"Chesilton Road, Fulham"
18/01/2016 13:38,"Chesilton Road, Fulham",>,"Parsons Green Station, Parsons Green"
19/01/2016 07:59,"Parsons Green Station, Parsons Green",>,"Finlay Street, Fulham"
19/01/2016 08:14,"Finlay Street, Fulham",>,"Fulham Broadway, Walham Green"
19/01/2016 08:26,"Fulham Broadway, Walham Green",>,"Natural History Museum, South Kensington"
19/01/2016 16:27,"Natural History Museum, South Kensington",>,"Crabtree Lane, Fulham"
19/01/2016 17:05,"Crabtree Lane, Fulham",>,"Vereker Road North, West Kensington"
19/01/2016 17:20,"Vereker Road North, West Kensington",>,"Grant Road Central, Clapham Junction"
24/01/2016 04:18,"Grant Road Central, Clapham Junction",>,"Wandsworth Town Station, Wandsworth"
24/01/2016 04:18,"Grant Road Central, Clapham Junction",>,"Wandsworth Town Station, Wandsworth"
25/01/2016 20:10,"Wandsworth Town Station, Wandsworth",>,"Wandsworth Town Station, Wandsworth"
25/01/2016 20:10,"Wandsworth Town Station, Wandsworth",>,"Wandsworth Town Station, Wandsworth"
04/02/2016 08:55,"Plough Terrace, Clapham Junction",>,"Flood Street, Chelsea"
04/02/2016 08:55,"Plough Terrace, Clapham Junction",>,"Flood Street, Chelsea"
04/02/2016 12:24,"Flood Street, Chelsea",>,"Ethelburga Estate, Battersea Park"
04/02/2016 12:24,"Flood Street, Chelsea",>,"Ethelburga Estate, Battersea Park"
04/02/2016 12:46,"Ethelburga Estate, Battersea Park",>,"Ethelburga Estate, Battersea Park"
04/02/2016 12:46,"Ethelburga Estate, Battersea Park",>,"Ethelburga Estate, Battersea Park"
04/02/2016 13:23,"Ethelburga Estate, Battersea Park",>,"Royal Avenue 1, Chelsea"
04/02/2016 13:23,"Ethelburga Estate, Battersea Park",>,"Royal Avenue 1, Chelsea"
04/02/2016 15:20,"Royal Avenue 1, Chelsea",>,"Michael Road, Walham Green"
04/02/2016 15:20,"Royal Avenue 1, Chelsea",>,"Michael Road, Walham Green"
04/02/2016 16:34,"Michael Road, Walham Green",>,"South Wharf Road, Paddington"
04/02/2016 16:34,"Michael Road, Walham Green",>,"South Wharf Road, Paddington"
05/02/2016 08:19,"South Wharf Road, Paddington",>,"Clarges Street, Mayfair"
05/02/2016 08:19,"South Wharf Road, Paddington",>,"Clarges Street, Mayfair"
05/02/2016 17:13,"Clarges Street, Mayfair",>,"North Wharf Road, Paddington"
05/02/2016 17:13,"Clarges Street, Mayfair",>,"North Wharf Road, Paddington"
08/02/2016 08:44,"North Wharf Road, Paddington",>,"Sackville Street, Mayfair"
09/02/2016 01:06,"Sackville Street, Mayfair",>,"Chesilton Road, Fulham"
09/02/2016 01:37,"Chesilton Road, Fulham",>,"Fulham Broadway, Walham Green"
09/02/2016 07:24,"Fulham Broadway, Walham Green",>,"Wright's Lane, Kensington"
09/02/2016 18:35,"Wright's Lane, Kensington",>,"Lexham Gardens, Kensington"
10/02/2016 12:38,"Lexham Gardens, Kensington",>,"Brook Green South, Brook Green"
10/02/2016 18:13,"Brook Green South, Brook Green",>,"Belgrove Street , King's Cross"
10/02/2016 19:09,"Belgrove Street , King's Cross",>,"Wells Street, Fitzrovia "
10/02/2016 20:08,"Wells Street, Fitzrovia ",>,"Waterloo Station 2, Waterloo"
15/02/2016 08:42,"Mallory Street, Marylebone",>,"Park Road (Baker Street), The Regent's Park"
15/02/2016 11:11,"Park Road (Baker Street), The Regent's Park",>,"Castlehaven Road, Camden Town"
15/02/2016 17:05,"Castlehaven Road, Camden Town",>,"Waterloo Station 3, Waterloo"
16/02/2016 08:49,"Waterloo Station 3, Waterloo",>,"Great Marlborough Street, Soho"
16/02/2016 11:27,"Great Marlborough Street, Soho",>,"Charles II Street, West End"
16/02/2016 13:00,"Charles II Street, West End",>,"Great Marlborough Street, Soho"
16/02/2016 18:06,"Great Marlborough Street, Soho",>,"William IV Street, Strand"
16/02/2016 20:36,"William IV Street, Strand",>,"New Globe Walk, Bankside"
16/02/2016 21:13,"New Globe Walk, Bankside",>,"Bricklayers Arms, Borough"
17/02/2016 08:02,"Bricklayers Arms, Borough",>,"Swan Street, The Borough"
17/02/2016 12:46,"Swan Street, The Borough",>,"Tooley Street, Bermondsey"
17/02/2016 14:12,"Tooley Street, Bermondsey",>,"Bethnal Green Road, Shoreditch"
18/02/2016 06:41,"Bethnal Green Road, Shoreditch",>,"Brushfield Street, Liverpool Street"
18/02/2016 06:58,"Brushfield Street, Liverpool Street",>,"Bethnal Green Road, Shoreditch"
18/02/2016 07:28,"Bethnal Green Road, Shoreditch",>,"Great Tower Street, Monument"
18/02/2016 07:55,"Great Tower Street, Monument",>,"Goswell Road (City Uni), Finsbury"
18/02/2016 08:20,"Goswell Road (City Uni), Finsbury",>,"King Edward Street, St Pauls"
18/02/2016 18:51,"King Edward Street, St Pauls",>,"Howland Street, Fitzrovia"
18/02/2016 20:34,"Howland Street, Fitzrovia",>,"Ada Street, Hackney Central"
21/02/2016 11:57,"Charlbert Street, St. John's Wood",>,"Crawford Street, Marylebone"
21/02/2016 17:12,"Beaumont Street, Marylebone",>,"Great Percy Street, Clerkenwell"
21/02/2016 23:15,"Great Percy Street, Clerkenwell",>,"Great Percy Street, Clerkenwell"
22/02/2016 07:02,"Great Percy Street, Clerkenwell",>,"Wardour Street, Soho"
23/02/2016 08:27,"Hardwick Street, Clerkenwell",>,"Moorfields, Moorgate"
23/02/2016 18:15,"Moorfields, Moorgate",>,"Gloucester Avenue, Camden Town"
23/02/2016 19:41,"Gloucester Avenue, Camden Town",>,"Greenberry Street, St.John's Wood"
24/02/2016 09:02,"Greenberry Street, St.John's Wood",>,"British Museum, Bloomsbury"
24/02/2016 16:34,"British Museum, Bloomsbury",>,"Seville Street, Knightsbridge"
24/02/2016 17:25,"Seville Street, Knightsbridge",>,"William IV Street, Strand"
24/02/2016 18:22,"William IV Street, Strand",>,"Bayswater Road, Hyde Park"
24/02/2016 20:56,"Bayswater Road, Hyde Park",>,"Stanhope Gate, Mayfair"
25/02/2016 16:54,"Stanhope Gate, Mayfair",>,"Montpelier Street, Knightsbridge"
25/02/2016 17:30,"Montpelier Street, Knightsbridge",>,"Green Park Station, Mayfair"
25/02/2016 20:32,"Green Park Station, Mayfair",>,"Craven Street, Strand"
25/02/2016 22:36,"Craven Street, Strand",>,"Caldwell Street, Stockwell"
26/02/2016 06:53,"Caldwell Street, Stockwell",>,"Snow Hill, Farringdon"
26/02/2016 07:20,"Snow Hill, Farringdon",>,"Southwark Station 2, Southwark"
26/02/2016 07:53,"Southwark Station 2, Southwark",>,"St. James's Square, St. James's"
26/02/2016 13:15,"Greenberry Street, St.John's Wood",>,"Rossmore Road, Marylebone"
29/02/2016 17:07,"Rossmore Road, Marylebone",>,"Lancaster Gate , Bayswater"
01/03/2016 13:58,"Lancaster Gate , Bayswater",>,"Prince Consort Road, Knightsbridge"
01/03/2016 16:50,"Prince Consort Road, Knightsbridge",>,"Halford Road, Fulham"
02/03/2016 08:14,"Halford Road, Fulham",>,"Elizabeth Bridge, Victoria"
06/03/2016 13:55,"Elizabeth Bridge, Victoria",>,"Broadcasting House, Marylebone"
07/03/2016 17:04,"Ampton Street , Clerkenwell",>,"Northington Street , Holborn"
07/03/2016 17:35,"Northington Street , Holborn",>,"Taviton Street, Bloomsbury"
07/03/2016 18:02,"Taviton Street, Bloomsbury",>,"Union Street, The Borough"
07/03/2016 19:01,"Union Street, The Borough",>,"Tanner Street, Bermondsey"
15/03/2016 08:20,"Waterloo Station 1, Waterloo",>,"Finsbury Circus, Liverpool Street"
15/03/2016 08:38,"Finsbury Circus, Liverpool Street",>,"King Edward Street, St Pauls"
15/03/2016 13:52,"King Edward Street, St Pauls",>,"Abingdon Green, Westminster"
15/03/2016 15:57,"Abingdon Green, Westminster",>,"Abingdon Green, Westminster"
15/03/2016 17:00,"Abingdon Green, Westminster",>,"Abbey Orchard Street, Westminster"
15/03/2016 17:19,"Abbey Orchard Street, Westminster",>,"Abbey Orchard Street, Westminster"
15/03/2016 17:51,"Abbey Orchard Street, Westminster",>,"Wardour Street, Soho"
15/03/2016 18:44,"Wardour Street, Soho",>,"Howick Place, Westminster"
15/03/2016 19:01,"Howick Place, Westminster",>,"Wormwood Street, Liverpool Street"
15/03/2016 20:09,"Wormwood Street, Liverpool Street",>,"St. Katharine's Way, Tower"
16/03/2016 14:34,"St. Katharine's Way, Tower",>,"Salmon Lane, Limehouse"
16/03/2016 17:55,"Salmon Lane, Limehouse",>,"St. Katharine's Way, Tower"
16/03/2016 18:20,"St. Katharine's Way, Tower",>,"Endsleigh Gardens, Euston"
17/03/2016 09:33,"Endsleigh Gardens, Euston",>,"Bunhill Row, Moorgate"
17/03/2016 17:32,"Bunhill Row, Moorgate",>,"Breams Buildings, Holborn"
17/03/2016 18:25,"Breams Buildings, Holborn",>,"Malet Street, Bloomsbury"
17/03/2016 19:32,"Malet Street, Bloomsbury",>,"Rodney Street, Angel"
19/03/2016 14:38,"Rodney Street, Angel",>,"Bonny Street, Camden Town"
20/03/2016 08:47,"Bonny Street, Camden Town",>,"Lollard Street, Vauxhall"
20/03/2016 11:34,"Lollard Street, Vauxhall",>,"Kennington Lane Rail Bridge, Vauxhall"
21/03/2016 09:03,"Claverton Street, Pimlico",>,"Northumberland Avenue, Strand"
21/03/2016 10:15,"Northumberland Avenue, Strand",>,"Tower Gardens , Tower"
22/03/2016 11:07,"Christian Street, Whitechapel",>,"Union Street, The Borough"
22/03/2016 13:14,"Union Street, The Borough",>,"Great Russell Street, Bloomsbury"
22/03/2016 13:41,"Great Russell Street, Bloomsbury",>,"Belgrove Street , King's Cross"
23/03/2016 08:50,"Belgrove Street , King's Cross",>,"Exhibition Road Museums, South Kensington"
23/03/2016 16:52,"Exhibition Road Museums, South Kensington",>,"Speakers' Corner 1, Hyde Park"
23/03/2016 17:24,"Speakers' Corner 1, Hyde Park",>,"Battersea Church Road, Battersea"
24/03/2016 06:43,"Battersea Church Road, Battersea",>,"Green Park Station, Mayfair"
24/03/2016 08:27,"Green Park Station, Mayfair",>,"Holy Trinity Brompton, Knightsbridge"
24/03/2016 18:02,"Exhibition Road Museums, South Kensington",>,"Wellington Arch, Hyde Park"
25/03/2016 00:24,"Wellington Arch, Hyde Park",>,"Binfield Road, Stockwell"
25/03/2016 01:35,"Binfield Road, Stockwell",>,"LSBU (Borough Road), Elephant & Castle"
25/03/2016 08:55,"LSBU (Borough Road), Elephant & Castle",>,"Empire Square, The Borough"
26/03/2016 15:06,"Empire Square, The Borough",>,"Kennington Lane Rail Bridge, Vauxhall"
26/03/2016 17:26,"Kennington Lane Rail Bridge, Vauxhall",>,"Waterloo Station 1, Waterloo"
28/03/2016 10:41,"British Museum, Bloomsbury",>,"North Audley Street, Mayfair"
28/03/2016 15:54,"North Audley Street, Mayfair",>,"Sackville Street, Mayfair"
28/03/2016 17:01,"Sackville Street, Mayfair",>,"Charles II Street, West End"
29/03/2016 15:09,"Dorset Square, Marylebone",>,"Parkway, Camden Town"
30/03/2016 11:51,"Parkway, Camden Town",>,"Park Road (Baker Street), The Regent's Park"
30/03/2016 12:33,"Park Road (Baker Street), The Regent's Park",>,"Warren Street Station, Euston"
30/03/2016 13:59,"Warren Street Station, Euston",>,"Great Marlborough Street, Soho"
30/03/2016 17:14,"Great Marlborough Street, Soho",>,"Belgrove Street , King's Cross"
01/04/2016 12:35,"Belgrove Street , King's Cross",>,"Great Marlborough Street, Soho"
01/04/2016 18:35,"Great Marlborough Street, Soho",>,"Golden Square, Soho"
01/04/2016 18:49,"Golden Square, Soho",>,"Ebury Bridge, Pimlico"
02/04/2016 15:30,"Ebury Bridge, Pimlico",>,"Ormonde Gate, Chelsea"
03/04/2016 14:43,"Ormonde Gate, Chelsea",>,"Fire Brigade Pier, Vauxhall"
03/04/2016 15:34,"Fire Brigade Pier, Vauxhall",>,"Grosvenor Road, Pimlico"
04/04/2016 11:51,"Grosvenor Road, Pimlico",>,"Soho Square , Soho"
04/04/2016 14:15,"Soho Square , Soho",>,"Howland Street, Fitzrovia"
04/04/2016 18:54,"Howland Street, Fitzrovia",>,"Windsor Terrace, Hoxton"
08/04/2016 08:30,"Windsor Terrace, Hoxton",>,"Museum of London, Barbican"
08/04/2016 14:20,"Museum of London, Barbican",>,
10/04/2016 13:24,"Copper Box Arena, Queen Elizabeth Olympic Park",>,"Hertford Road, De Beauvoir Town"
10/04/2016 17:12,"Hertford Road, De Beauvoir Town",>,"Broadwick Street, Soho"
10/04/2016 17:48,"Broadwick Street, Soho",>,"Clerkenwell Green, Clerkenwell"
10/04/2016 18:29,"Clerkenwell Green, Clerkenwell",>,"Aldersgate Street, Barbican"
11/04/2016 08:00,"Cloudesley Road, Angel",>,"Stonecutter Street, Holborn"
11/04/2016 19:17,"Stonecutter Street, Holborn",>,"Duke Street Hill, London Bridge"
11/04/2016 20:19,"Duke Street Hill, London Bridge",>,"Walworth Road, Elephant & Castle"
12/04/2016 07:09,"Walworth Road, Elephant & Castle",>,"Craven Street, Strand"
12/04/2016 07:22,"Craven Street, Strand",>,
12/04/2016 07:51,"Holland Park, Kensington",>,"Speakers' Corner 1, Hyde Park"
12/04/2016 08:13,"Speakers' Corner 1, Hyde Park",>,"LMU Commercial Road, Whitechapel"
12/04/2016 08:59,"LMU Commercial Road, Whitechapel",>,"Holborn Circus, Holborn"
12/04/2016 17:14,"Holborn Circus, Holborn",>,"Baylis Road, Waterloo"
12/04/2016 18:06,"Baylis Road, Waterloo",>,"Tysoe Street, Clerkenwell"
12/04/2016 18:34,"Tysoe Street, Clerkenwell",>,"Hollybush Gardens, Bethnal Green"
13/04/2016 08:50,"Hollybush Gardens, Bethnal Green",>,"Holborn Circus, Holborn"
13/04/2016 20:23,"Holborn Circus, Holborn",>,"Chadwell Street, Angel"
13/04/2016 21:21,"Chadwell Street, Angel",>,"Binfield Road, Stockwell"
14/04/2016 08:32,"Binfield Road, Stockwell",>,"Cadogan Place, Knightsbridge"
14/04/2016 17:16,"Cadogan Place, Knightsbridge",>,"Cadogan Place, Knightsbridge"
15/04/2016 15:23,"Cadogan Place, Knightsbridge",>,"Old Brompton Road, South Kensington"
15/04/2016 22:49,"Old Brompton Road, South Kensington",>,"Erin Close, Walham Green"
16/04/2016 00:16,"Erin Close, Walham Green",>,"South Park, Sands End"
17/04/2016 13:37,"South Park, Sands End",>,"Bishop's Avenue, Fulham"
17/04/2016 20:08,"Bishop's Avenue, Fulham",>,"Nevern Place, Earl's Court"
18/04/2016 07:24,"Nevern Place, Earl's Court",>,"Bouverie Street, Temple"
18/04/2016 08:53,"Bouverie Street, Temple",>,"Whitehall Place, Strand"
18/04/2016 08:59,"Whitehall Place, Strand",>,"Cartwright Gardens , Bloomsbury"
18/04/2016 09:18,"Cartwright Gardens , Bloomsbury",>,"Marylebone Lane, Marylebone"
18/04/2016 09:44,"Marylebone Lane, Marylebone",>,"New Cavendish Street, Marylebone"
18/04/2016 19:29,"New Cavendish Street, Marylebone",>,"Beaumont Street, Marylebone"
18/04/2016 20:44,"Beaumont Street, Marylebone",>,"Great Titchfield Street, Fitzrovia"
18/04/2016 21:51,"Great Titchfield Street, Fitzrovia",>,"Lancaster Gate , Bayswater"
19/04/2016 04:25,"Lancaster Gate , Bayswater",>,"Palace Gardens Terrace, Notting Hill"
19/04/2016 08:12,"Palace Gardens Terrace, Notting Hill",>,"Cardinal Place, Victoria"
19/04/2016 08:47,"Cardinal Place, Victoria",>,"Serpentine Car Park, Hyde Park"
19/04/2016 11:28,"Serpentine Car Park, Hyde Park",>,"Hyde Park Corner, Hyde Park"
19/04/2016 12:36,"Hyde Park Corner, Hyde Park",>,"Triangle Car Park, Hyde Park"
19/04/2016 14:30,"Triangle Car Park, Hyde Park",>,"Black Lion Gate, Kensington Gardens"
19/04/2016 15:07,"Black Lion Gate, Kensington Gardens",>,"Albert Gate, Hyde Park"
19/04/2016 16:16,"Albert Gate, Hyde Park",>,"Albert Gate, Hyde Park"
19/04/2016 17:29,"Albert Gate, Hyde Park",>,"Hurlingham Park, Parsons Green"
19/04/2016 21:04,"Hurlingham Park, Parsons Green",>,"Normand Park, West Kensington"
20/04/2016 08:50,"Normand Park, West Kensington",>,"Holy Trinity Brompton, Knightsbridge"
01/05/2016 11:10,"Holy Trinity Brompton, Knightsbridge",>,"Montpelier Street, Knightsbridge"
01/05/2016 12:44,"Montpelier Street, Knightsbridge",>,"Cardinal Place, Victoria"
01/05/2016 18:42,"Cardinal Place, Victoria",>,"Tavistock Street, Covent Garden"
01/05/2016 19:52,"Tavistock Street, Covent Garden",>,"Ethelburga Estate, Battersea Park"
02/05/2016 09:35,"Ethelburga Estate, Battersea Park",>,"Sheepcote Lane, Battersea"
03/05/2016 07:38,"Sheepcote Lane, Battersea",>,"Cadogan Gardens, Chelsea"
03/05/2016 07:55,"Cadogan Gardens, Chelsea",>,"Edgware Road Station, Marylebone"
03/05/2016 08:19,"Edgware Road Station, Marylebone",>,"Nutford Place, Marylebone"
03/05/2016 09:03,"Nutford Place, Marylebone",>,"Park Road (Baker Street), The Regent's Park"
03/05/2016 09:12,"Park Road (Baker Street), The Regent's Park",>,"British Museum, Bloomsbury"
03/05/2016 10:49,"British Museum, Bloomsbury",>,"Pall Mall East, West End"
03/05/2016 11:42,"Pall Mall East, West End",>,
03/05/2016 12:23,"Palace Gate, Kensington Gardens",>,"Hyde Park Corner, Hyde Park"
03/05/2016 13:40,"Hyde Park Corner, Hyde Park",>,"Hyde Park Corner, Hyde Park"
03/05/2016 14:30,"Hyde Park Corner, Hyde Park",>,"Concert Hall Approach 1, South Bank"
03/05/2016 15:42,"Concert Hall Approach 1, South Bank",>,"Concert Hall Approach 1, South Bank"
03/05/2016 17:00,"Concert Hall Approach 1, South Bank",>,"Kennington Lane Tesco, Vauxhall"
03/05/2016 19:52,"Kennington Lane Tesco, Vauxhall",>,"Lollard Street, Vauxhall"
03/05/2016 21:36,"Lollard Street, Vauxhall",>,"Ontario Street, Elephant & Castle"
05/05/2016 22:02,"Ontario Street, Elephant & Castle",>,"Danvers Street, West Chelsea"
06/05/2016 06:57,"Danvers Street, West Chelsea",>,"Phillimore Gardens, Kensington"
06/05/2016 07:21,"Phillimore Gardens, Kensington",>,"Knaresborough Place, Earl's Court"
06/05/2016 07:45,"Knaresborough Place, Earl's Court",>,"Coomer Place, West Kensington"
06/05/2016 08:37,"Coomer Place, West Kensington",>,"Gloucester Street, Pimlico"
06/05/2016 17:31,"Gloucester Street, Pimlico",>,"Broomhouse Lane, Parsons Green"
06/05/2016 18:31,"Broomhouse Lane, Parsons Green",>,"Sloane Avenue, Knightsbridge"
06/05/2016 19:22,"Sloane Avenue, Knightsbridge",>,"Albert Gate, Hyde Park"
06/05/2016 19:56,"Albert Gate, Hyde Park",>,"St. John's Road, Clapham Junction"
07/05/2016 10:48,"St. John's Road, Clapham Junction",>,"Shepherd's Bush Road North, Shepherd's Bush"
07/05/2016 11:26,"Shepherd's Bush Road North, Shepherd's Bush",>,"Bridge Avenue, Hammersmith"
07/05/2016 12:10,"Bridge Avenue, Hammersmith",>,"Blythe Road West, Shepherd's Bush"
07/05/2016 12:47,"Blythe Road West, Shepherd's Bush",>,"Derry Street, Kensington"
07/05/2016 16:34,"Derry Street, Kensington",>,"Irene Road, Parsons Green"
07/05/2016 17:13,"Irene Road, Parsons Green",>,"Chesilton Road, Fulham"
07/05/2016 21:49,"Chesilton Road, Fulham",>,"Sandilands Road, Walham Green"
08/05/2016 08:41,"Sandilands Road, Walham Green",>,"Stephendale Road, Sands End"
08/05/2016 12:24,"Stephendale Road, Sands End",>,"Parson's Green , Parson's Green"
08/05/2016 14:32,"Parson's Green , Parson's Green",>,"Vauxhall Bridge , Pimlico"
08/05/2016 15:08,"Vauxhall Bridge , Pimlico",>,"Cadogan Close, Victoria Park"
08/05/2016 19:02,"Cadogan Close, Victoria Park",>,"Cadogan Close, Victoria Park"
08/05/2016 19:41,"Cadogan Close, Victoria Park",>,"Cadogan Close, Victoria Park"
09/05/2016 08:37,"Cadogan Close, Victoria Park",>,"Leman Street, Aldgate"
09/05/2016 09:13,"Watney Street, Shadwell",>,"Pennington Street, Wapping"
09/05/2016 18:55,"Pennington Street, Wapping",>,"Waterloo Station 2, Waterloo"
11/05/2016 08:58,"New North Road 2, Hoxton",>,"Hatton Garden, Holborn"
11/05/2016 09:45,"Hatton Garden, Holborn",>,"William IV Street, Strand"
11/05/2016 16:54,"Cumberland Gate, Hyde Park",>,"Somerset House, Strand"
12/05/2016 01:30,"Somerset House, Strand",>,"Furze Green, Bow"
12/05/2016 09:28,"Furze Green, Bow",>,"Ansell House, Stepney"
12/05/2016 15:47,"Ansell House, Stepney",>,"Queen Mary's, Mile End"
12/05/2016 17:19,"Queen Mary's, Mile End",>,"Shoreditch High Street, Shoreditch"
12/05/2016 17:55,"Shoreditch High Street, Shoreditch",>,"Shoreditch Park, Hoxton"
13/05/2016 08:08,"Shoreditch Park, Hoxton",>,"Finsbury Leisure Centre, St. Luke's"
13/05/2016 08:16,"Finsbury Leisure Centre, St. Luke's",>,"Fore Street, Guildhall"
13/05/2016 17:14,"Fore Street, Guildhall",>,"Waterloo Station 3, Waterloo"
16/05/2016 07:59,"Waterloo Station 3, Waterloo",>,"Finsbury Circus, Liverpool Street"
16/05/2016 08:30,"Finsbury Circus, Liverpool Street",>,"Hop Exchange, The Borough"
16/05/2016 15:05,"Hop Exchange, The Borough",>,"Baylis Road, Waterloo"
16/05/2016 19:34,"Borough High Street, The Borough",>,"Harrington Square 2, Camden Town"
16/05/2016 20:04,"Harrington Square 2, Camden Town",>,"Greenland Road, Camden Town"
16/05/2016 21:13,"Greenland Road, Camden Town",>,"Westminster University, Marylebone"
17/05/2016 19:25,"Westminster University, Marylebone",>,"Eccleston Place, Victoria"
17/05/2016 20:22,"Eccleston Place, Victoria",>,"BBC White City, White City"
25/05/2016 09:04,"Ravenscourt Park Station, Hammersmith",>,"St. Peter's Terrace, Fulham"
25/05/2016 10:13,"St. Peter's Terrace, Fulham",>,"Sedding Street, Sloane Square"
25/05/2016 11:19,"Sedding Street, Sloane Square",>,"Soho Square , Soho"
25/05/2016 16:16,"Soho Square , Soho",>,"Euston Road, Euston"
25/05/2016 19:28,"Euston Road, Euston",>,"Eversholt Street , Camden Town"
25/05/2016 22:45,"Eversholt Street , Camden Town",>,"Euston Road, Euston"
26/05/2016 08:22,"Euston Road, Euston",>,"Craven Street, Strand"
26/05/2016 08:37,"Craven Street, Strand",>,"Albert Gate, Hyde Park"
26/05/2016 11:51,"Albert Gate, Hyde Park",>,"Buckingham Gate, Westminster"
26/05/2016 13:49,"Buckingham Gate, Westminster",>,"Concert Hall Approach 2, South Bank"
27/05/2016 09:11,"Great Dover Street, The Borough",>,"Waterloo Road, South Bank"
27/05/2016 17:25,"Green Park Station, Mayfair",>,"Albert Gate, Hyde Park"
27/05/2016 17:47,"Albert Gate, Hyde Park",>,"Bramham Gardens, Earl's Court"
27/05/2016 21:45,"Bramham Gardens, Earl's Court",>,"Old Brompton Road, South Kensington"
27/05/2016 23:47,"Old Brompton Road, South Kensington",>,"Surrey Lane, Battersea"
28/05/2016 00:58,"Surrey Lane, Battersea",>,"Limburg Road, Clapham Junction"
29/05/2016 10:53,"Limburg Road, Clapham Junction",>,"Borough Road, Elephant & Castle"
29/05/2016 15:34,"Borough Road, Elephant & Castle",>,"Tooley Street, Bermondsey"
29/05/2016 16:31,"Tooley Street, Bermondsey",>,"Clarence Walk, Stockwell"
29/05/2016 20:44,"Clarence Walk, Stockwell",>,"Lots Road, West Chelsea"
30/05/2016 01:17,"Lots Road, West Chelsea",>,"World's End Place, West Chelsea"
30/05/2016 01:50,"World's End Place, West Chelsea",>,"Fulham Broadway, Walham Green"
30/05/2016 13:55,"Fulham Broadway, Walham Green",>,"St. John's Road, Clapham Junction"
30/05/2016 15:56,"St. John's Road, Clapham Junction",>,"Caldwell Street, Stockwell"
31/05/2016 16:08,"Caldwell Street, Stockwell",>,"Elizabeth Bridge, Victoria"
31/05/2016 19:53,"Elizabeth Bridge, Victoria",>,"Curlew Street, Shad Thames"
01/06/2016 07:29,"Curlew Street, Shad Thames",>,"Wood Street, Guildhall"
01/06/2016 16:05,"Wood Street, Guildhall",>,"Queen Street 1, Bank"
01/06/2016 17:14,"Queen Street 1, Bank",>,"Union Street, The Borough"
01/06/2016 17:39,"Union Street, The Borough",>,"Waterloo Station 1, Waterloo"
01/06/2016 19:45,"Tavistock Street, Covent Garden",>,"Queen Mother Sports Centre, Victoria"
02/06/2016 08:22,"Waterloo Station 1, Waterloo",>,"Brushfield Street, Liverpool Street"
02/06/2016 13:25,"Buxton Street 1, Shoreditch",>,"Royal London Hospital, Whitechapel"
02/06/2016 17:32,"Royal London Hospital, Whitechapel",>,"Twig Folly Bridge, Mile End"
03/06/2016 08:36,"Twig Folly Bridge, Mile End",>,"Chadwell Street, Angel"
03/06/2016 09:38,"Chadwell Street, Angel",>,"Finsbury Library , Finsbury"
03/06/2016 16:55,"Finsbury Library , Finsbury",>,"Endsleigh Gardens, Euston"
04/06/2016 19:01,"Shoreditch High Street, Shoreditch",>,"Aldersgate Street, Barbican"
04/06/2016 19:26,"Aldersgate Street, Barbican",>,"King Edward Street, St Pauls"
04/06/2016 21:55,"King Edward Street, St Pauls",>,"River Street , Clerkenwell"
05/06/2016 02:47,"River Street , Clerkenwell",>,"Eccleston Place, Victoria"
05/06/2016 18:18,"Eccleston Place, Victoria",>,"Speakers' Corner 2, Hyde Park"
05/06/2016 18:36,"Speakers' Corner 2, Hyde Park",>,"Speakers' Corner 2, Hyde Park"
05/06/2016 19:11,"Speakers' Corner 2, Hyde Park",>,"Ilchester Gardens, Bayswater"
06/06/2016 09:05,"Ilchester Gardens, Bayswater",>,"Albert Gate, Hyde Park"
06/06/2016 13:14,"Albert Gate, Hyde Park",>,"Triangle Car Park, Hyde Park"
06/06/2016 14:37,"Triangle Car Park, Hyde Park",>,"Hyde Park Corner, Hyde Park"
06/06/2016 15:10,"Hyde Park Corner, Hyde Park",>,"Jubilee Gardens, South Bank"
06/06/2016 19:02,"New Globe Walk, Bankside",>,"Castlehaven Road, Camden Town"
07/06/2016 09:58,"Hampstead Road (Cartmel), Euston",>,"Kensington Gore, Knightsbridge"
07/06/2016 11:57,"Kensington Gore, Knightsbridge",>,"Queen's Gate (Central), South Kensington"
07/06/2016 18:13,"Queen's Gate (Central), South Kensington",>,"Halford Road, West Kensington"
08/06/2016 08:18,"Halford Road, West Kensington",>,"Southwick Street, Paddington"
08/06/2016 08:48,"Southwick Street, Paddington",>,"Prince Consort Road, Knightsbridge"
08/06/2016 13:31,"Prince Consort Road, Knightsbridge",>,"Serpentine Car Park, Hyde Park"
08/06/2016 13:55,"Serpentine Car Park, Hyde Park",>,
08/06/2016 20:04,"Wellington Arch, Hyde Park",>,"Albert Bridge Road, Battersea Park"
